time	score	n_targets	task	groupings	test_targets	model	layers	layer_aggregation	subword_aggregation	dataset.name	dataset.version	preprocessing.method	cleaning.method	truncation.tokens_before	measure.method	measure.clustering.method	evaluation.task	evaluation.binary_threshold.method	evaluation.binary_threshold.params.t
2022-09-09 03:01:06	0.1495837823	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	sum	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2755987524	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	first	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0040485639	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	average	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5621243275	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2849620772	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	last	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2849620772	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	last	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0469491359	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2031579643	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1497968646	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	average	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2314784172	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	average	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1497968646	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	sum	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2393624627	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1624859017	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	last	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1333477076	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1442745304	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	last	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5093377507	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	first	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1225933563	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	average	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0050587143	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	last	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0231549445	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1827207587	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	last	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0050587143	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	last	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.6011762268	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1624859017	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	last	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5093377507	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3069627807	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	first	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0040485639	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	average	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2755987524	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	first	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2401877526	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4925752756	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	last	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3506700719	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4880295196	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	sum	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5621243275	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	average	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0764877595	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	last	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1238373249	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	sum	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5446383869	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	average	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0457307768	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	average	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.21226365	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3314469577	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4132376285	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	first	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2401877526	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4993228821	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4850295223	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	last	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0818946349	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	average	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0818946349	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	average	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5057863789	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	last	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1071804024	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0289081669	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	last	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0750760009	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	average	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5446383869	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5855967616	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	sum	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1428361758	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.160462416	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	average	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5855967616	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	sum	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4372752598	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1164849967	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	average	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2849620772	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	last	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1831254559	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	sum	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1420486962	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	average	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0457307768	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	average	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0004046971	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	average	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.487053008	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	last	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2446895205	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	first	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2233102619	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	sum	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5093377507	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	first	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.21226365	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	first	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1831254559	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	sum	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3956938515	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	average	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2049141557	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1428361758	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5725521697	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	average	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2426159355	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	last	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5740628932	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	sum	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2393624627	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0487958492	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	last	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5740628932	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	average	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5621243275	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	sum	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4857566416	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	sum	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0457307768	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2426159355	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	last	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5072779551	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1220161877	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	last	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0028410975	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1331054169	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	average	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1238373249	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2796457238	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2446895205	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	first	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1303353469	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	last	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.160462416	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	average	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1052212564	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	last	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0360180455	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	first	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0164073379	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	last	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5323506403	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	first	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1225223288	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	last	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.6011762268	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	first	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.286382626	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	sum	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0012140914	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5072779551	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	last	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2031579643	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	average	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5306459818	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5855967616	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	average	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0186160684	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3314469577	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3314469577	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	sum	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1392137765	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	average	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5446383869	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2804551181	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	sum	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1414156271	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	first	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1255765086	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4217609209	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	last	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5446383869	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3314469577	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	average	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5459168808	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	first	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0283399474	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	first	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3721190203	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2849620772	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	last	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0923356681	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	first	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4671474532	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4135217382	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	last	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4603998466	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	first	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3864602847	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	sum	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2314784172	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3613945461	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	first	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
